"","variable","dummyVariable","typeEnd","databaseStart","variableStart","typeStart","recEnd","numValidCat","catLabel","catLabelLong","units","recStart","catStartLabel","variableStartShortLabel","variableStartLabel","notes"
"2961","SMKG207_B","SMKG207_B_cat11_8","cat","cchs2005_p, cchs2007_2008_p, cchs2009_2010_p, cchs2010_p, cchs2011_2012_p, cchs2012_p, cchs2013_2014_p, cchs2014_p","cchs2005_p::SMKEG207, [SMKG207]","cat","8","11","35 To 39 Years","age (35 to 39) started smoking daily - former daily smoker","years","8","35 To 39 Years","agecigfd","Age started to smoke daily - former daily smoker",""
"2962","SMKG207_B","SMKG207_B_cat11_9","cat","cchs2005_p, cchs2007_2008_p, cchs2009_2010_p, cchs2010_p, cchs2011_2012_p, cchs2012_p, cchs2013_2014_p, cchs2014_p","cchs2005_p::SMKEG207, [SMKG207]","cat","9","11","40 To 44 Years","age (40 to 44) started smoking daily - former daily smoker","years","9","40 To 44 Years","agecigfd","Age started to smoke daily - former daily smoker",""
"2963","SMKG207_B","SMKG207_B_cat11_10","cat","cchs2005_p, cchs2007_2008_p, cchs2009_2010_p, cchs2010_p, cchs2011_2012_p, cchs2012_p, cchs2013_2014_p, cchs2014_p","cchs2005_p::SMKEG207, [SMKG207]","cat","10","11","45 To 49 Years","age (45 to 49) started smoking daily - former daily smoker","years","10","45 To 49 Years","agecigfd","Age started to smoke daily - former daily smoker",""
"2964","SMKG207_B","SMKG207_B_cat11_11","cat","cchs2005_p, cchs2007_2008_p, cchs2009_2010_p, cchs2010_p, cchs2011_2012_p, cchs2012_p, cchs2013_2014_p, cchs2014_p","cchs2005_p::SMKEG207, [SMKG207]","cat","11","11","50 Years or more","age (50 plus) started smoking daily - former daily smoker","years","11","50 Years or more","agecigfd","Age started to smoke daily - former daily smoker",""
"2965","SMKG207_B","SMKG207_B_cat11_NA::a","cat","cchs2005_p, cchs2007_2008_p, cchs2009_2010_p, cchs2010_p, cchs2011_2012_p, cchs2012_p, cchs2013_2014_p, cchs2014_p","cchs2005_p::SMKEG207, [SMKG207]","cat","NA::a","11","not applicable","not applicable","years","96","not applicable","agecigfd","Age started to smoke daily - former daily smoker",""
"2966","SMKG207_B","SMKG207_B_cat11_NA::b","cat","cchs2005_p, cchs2007_2008_p, cchs2009_2010_p, cchs2010_p, cchs2011_2012_p, cchs2012_p, cchs2013_2014_p, cchs2014_p","cchs2005_p::SMKEG207, [SMKG207]","cat","NA::b","11","missing","missing","years","[97,99]","don't know (97); refusal (98); not stated (99)","agecigfd","Age started to smoke daily - former daily smoker",""
"2967","SMKG207_B","SMKG207_B_cat11_NA::b","cat","cchs2005_p, cchs2007_2008_p, cchs2009_2010_p, cchs2010_p, cchs2011_2012_p, cchs2012_p, cchs2013_2014_p, cchs2014_p","cchs2005_p::SMKEG207, [SMKG207]","cat","NA::b","11","missing","missing","years","else","else","agecigfd","Age started to smoke daily - former daily smoker",""
"2968","SMKG207_B","SMKG207_B_cat11_1","cat","cchs2009_s, cchs2010_s, cchs2012_s","[SMK_207]","cat","1","11","5 To 11 Years","age (5 to 11) started smoking daily - former daily smoker","years","[5,12)","5 To 11 Years","agecigfd","Age started to smoke daily - former daily smoker",""
"2969","SMKG207_B","SMKG207_B_cat11_2","cat","cchs2009_s, cchs2010_s, cchs2012_s","[SMK_207]","cat","2","11","12 To 14 Years","age (12 to 14) started smoking daily - former daily smoker","years","[12,15)","12 To 14 Years","agecigfd","Age started to smoke daily - former daily smoker",""
"2970","SMKG207_B","SMKG207_B_cat11_3","cat","cchs2009_s, cchs2010_s, cchs2012_s","[SMK_207]","cat","3","11","15 To 17 Years","age (15 to 17) started smoking daily - former daily smoker","years","[15,18)","15 To 17 Years","agecigfd","Age started to smoke daily - former daily smoker",""
"2971","SMKG207_B","SMKG207_B_cat11_4","cat","cchs2009_s, cchs2010_s, cchs2012_s","[SMK_207]","cat","4","11","18 To 19 Years","age (18 to 19) started smoking daily - former daily smoker","years","[18,20)","18 To 19 Years","agecigfd","Age started to smoke daily - former daily smoker",""
"2972","SMKG207_B","SMKG207_B_cat11_5","cat","cchs2009_s, cchs2010_s, cchs2012_s","[SMK_207]","cat","5","11","20 To 24 Years","age (20 to 24) started smoking daily - former daily smoker","years","[20,25)","20 To 24 Years","agecigfd","Age started to smoke daily - former daily smoker",""
"2973","SMKG207_B","SMKG207_B_cat11_6","cat","cchs2009_s, cchs2010_s, cchs2012_s","[SMK_207]","cat","6","11","25 To 29 Years","age (25 to 29) started smoking daily - former daily smoker","years","[25,30)","25 To 29 Years","agecigfd","Age started to smoke daily - former daily smoker",""
"2974","SMKG207_B","SMKG207_B_cat11_7","cat","cchs2009_s, cchs2010_s, cchs2012_s","[SMK_207]","cat","7","11","30 To 34 Years","age (30 to 34) started smoking daily - former daily smoker","years","[30,35)","30 To 34 Years","agecigfd","Age started to smoke daily - former daily smoker",""
"2975","SMKG207_B","SMKG207_B_cat11_8","cat","cchs2009_s, cchs2010_s, cchs2012_s","[SMK_207]","cat","8","11","35 To 39 Years","age (35 to 39) started smoking daily - former daily smoker","years","[35,40)","35 To 39 Years","agecigfd","Age started to smoke daily - former daily smoker",""
"2976","SMKG207_B","SMKG207_B_cat11_9","cat","cchs2009_s, cchs2010_s, cchs2012_s","[SMK_207]","cat","9","11","40 To 44 Years","age (40 to 44) started smoking daily - former daily smoker","years","[40,45)","40 To 44 Years","agecigfd","Age started to smoke daily - former daily smoker",""
"2977","SMKG207_B","SMKG207_B_cat11_10","cat","cchs2009_s, cchs2010_s, cchs2012_s","[SMK_207]","cat","10","11","45 To 49 Years","age (45 to 49) started smoking daily - former daily smoker","years","[45,50)","45 To 49 Years","agecigfd","Age started to smoke daily - former daily smoker",""
"2978","SMKG207_B","SMKG207_B_cat11_11","cat","cchs2009_s, cchs2010_s, cchs2012_s","[SMK_207]","cat","11","11","50 Years or more","age (50 plus) started smoking daily - former daily smoker","years","[50,80]","50 Years or more","agecigfd","Age started to smoke daily - former daily smoker",""
"2979","SMKG207_B","SMKG207_B_cat11_NA::a","cat","cchs2009_s, cchs2010_s, cchs2012_s","[SMK_207]","cat","NA::a","11","not applicable","not applicable","years","996","not applicable","agecigfd","Age started to smoke daily - former daily smoker",""
"2980","SMKG207_B","SMKG207_B_cat11_NA::b","cat","cchs2009_s, cchs2010_s, cchs2012_s","[SMK_207]","cat","NA::b","11","missing","missing","years","[997,999]","don't know (997); refusal (998); not stated (999)","agecigfd","Age started to smoke daily - former daily smoker",""
"2981","SMKG207_B","SMKG207_B_cat11_NA::b","cat","cchs2009_s, cchs2010_s, cchs2012_s","[SMK_207]","cat","NA::b","11","missing","missing","years","else","else","agecigfd","Age started to smoke daily - former daily smoker",""
"2982","SMKG207_cont","N/A","cont","cchs2001_p, cchs2003_p","cchs2001_p::SMKAG207, cchs2003_p::SMKCG207","cat","8","N/A","agecigd","converted categorical age (5 to 11) started smoking daily - daily smoker","years","1","5 To 11 Years","agecigfd","Age started to smoke daily - former daily smoker",""
"2983","SMKG207_cont","N/A","cont","cchs2001_p, cchs2003_p","cchs2001_p::SMKAG207, cchs2003_p::SMKCG207","cat","13","N/A","agecigd","converted categorical age (12 to 14) started smoking daily - daily smoker","years","2","12 To 14 Years","agecigfd","Age started to smoke daily - former daily smoker",""
"2984","SMKG207_cont","N/A","cont","cchs2001_p, cchs2003_p","cchs2001_p::SMKAG207, cchs2003_p::SMKCG207","cat","17","N/A","agecigd","converted categorical age (15 to 19) started smoking daily - daily smoker","years","3","15 to 19 Years","agecigfd","Age started to smoke daily - former daily smoker",""
"2985","SMKG207_cont","N/A","cont","cchs2001_p, cchs2003_p","cchs2001_p::SMKAG207, cchs2003_p::SMKCG207","cat","22","N/A","agecigd","converted categorical age (20 to 24) started smoking daily - daily smoker","years","4","20 To 24 Years","agecigfd","Age started to smoke daily - former daily smoker",""
"2986","SMKG207_cont","N/A","cont","cchs2001_p, cchs2003_p","cchs2001_p::SMKAG207, cchs2003_p::SMKCG207","cat","27","N/A","agecigd","converted categorical age (25 to 29) started smoking daily - daily smoker","years","5","25 To 29 Years","agecigfd","Age started to smoke daily - former daily smoker",""
"2987","SMKG207_cont","N/A","cont","cchs2001_p, cchs2003_p","cchs2001_p::SMKAG207, cchs2003_p::SMKCG207","cat","32","N/A","agecigd","converted categorical age (30 to 34) started smoking daily - daily smoker","years","6","30 To 34 Years","agecigfd","Age started to smoke daily - former daily smoker",""
"2988","SMKG207_cont","N/A","cont","cchs2001_p, cchs2003_p","cchs2001_p::SMKAG207, cchs2003_p::SMKCG207","cat","37","N/A","agecigd","converted categorical age (35 to 39) started smoking daily - daily smoker","years","7","35 To 39 Years","agecigfd","Age started to smoke daily - former daily smoker",""
"2989","SMKG207_cont","N/A","cont","cchs2001_p, cchs2003_p","cchs2001_p::SMKAG207, cchs2003_p::SMKCG207","cat","42","N/A","agecigd","converted categorical age (40 to 44) started smoking daily - daily smoker","years","8","40 To 44 Years","agecigfd","Age started to smoke daily - former daily smoker",""
"2990","SMKG207_cont","N/A","cont","cchs2001_p, cchs2003_p","cchs2001_p::SMKAG207, cchs2003_p::SMKCG207","cat","47","N/A","agecigd","converted categorical age (45 to 49) started smoking daily - daily smoker","years","9","45 To 49 Years","agecigfd","Age started to smoke daily - former daily smoker",""
"2991","SMKG207_cont","N/A","cont","cchs2001_p, cchs2003_p","cchs2001_p::SMKAG207, cchs2003_p::SMKCG207","cat","55","N/A","agecigd","converted categorical age (50 or more) started smoking daily - daily smoker","years","10","50 Years or more","agecigfd","Age started to smoke daily - former daily smoker",""
"2992","SMKG207_cont","N/A","cont","cchs2001_p, cchs2003_p","cchs2001_p::SMKAG207, cchs2003_p::SMKCG207","cat","NA::a","N/A","not applicable","not applicable","years","96","not applicable","agecigfd","Age started to smoke daily - former daily smoker",""
"2993","SMKG207_cont","N/A","cont","cchs2001_p, cchs2003_p","cchs2001_p::SMKAG207, cchs2003_p::SMKCG207","cat","NA::b","N/A","missing","missing","years","[97,99]","don't know (97); refusal (98); not stated (99)","agecigfd","Age started to smoke daily - former daily smoker",""
"2994","SMKG207_cont","N/A","cont","cchs2001_p, cchs2003_p","cchs2001_p::SMKAG207, cchs2003_p::SMKCG207","cat","NA::b","N/A","missing","missing","years","else","else","agecigfd","Age started to smoke daily - former daily smoker",""
"2995","SMKG207_cont","N/A","cont","cchs2005_p, cchs2007_2008_p, cchs2009_2010_p, cchs2010_p, cchs2011_2012_p, cchs2012_p, cchs2013_2014_p, cchs2014_p","cchs2005_p::SMKEG207, [SMKG207]","cat","8","N/A","agecigd","converted categorical age (5 to 11) started smoking daily - daily smoker","years","1","5 To 11 Years","agecigfd","Age started to smoke daily - former daily smoker",""
"2996","SMKG207_cont","N/A","cont","cchs2005_p, cchs2007_2008_p, cchs2009_2010_p, cchs2010_p, cchs2011_2012_p, cchs2012_p, cchs2013_2014_p, cchs2014_p","cchs2005_p::SMKEG207, [SMKG207]","cat","13","N/A","agecigd","converted categorical age (12 to 14) started smoking daily - daily smoker","years","2","12 To 14 Years","agecigfd","Age started to smoke daily - former daily smoker",""
"2997","SMKG207_cont","N/A","cont","cchs2005_p, cchs2007_2008_p, cchs2009_2010_p, cchs2010_p, cchs2011_2012_p, cchs2012_p, cchs2013_2014_p, cchs2014_p","cchs2005_p::SMKEG207, [SMKG207]","cat","16","N/A","agecigd","converted categorical age (15 to 17) started smoking daily - daily smoker","years","3","15 To 17 Years","agecigfd","Age started to smoke daily - former daily smoker",""
"2998","SMKG207_cont","N/A","cont","cchs2005_p, cchs2007_2008_p, cchs2009_2010_p, cchs2010_p, cchs2011_2012_p, cchs2012_p, cchs2013_2014_p, cchs2014_p","cchs2005_p::SMKEG207, [SMKG207]","cat","18.5","N/A","agecigd","converted categorical age (18 to 19) started smoking daily - daily smoker","years","4","18 To 19 Years","agecigfd","Age started to smoke daily - former daily smoker",""
"2999","SMKG207_cont","N/A","cont","cchs2005_p, cchs2007_2008_p, cchs2009_2010_p, cchs2010_p, cchs2011_2012_p, cchs2012_p, cchs2013_2014_p, cchs2014_p","cchs2005_p::SMKEG207, [SMKG207]","cat","22","N/A","agecigd","converted categorical age (20 to 24) started smoking daily - daily smoker","years","5","20 To 24 Years","agecigfd","Age started to smoke daily - former daily smoker",""
"3000","SMKG207_cont","N/A","cont","cchs2005_p, cchs2007_2008_p, cchs2009_2010_p, cchs2010_p, cchs2011_2012_p, cchs2012_p, cchs2013_2014_p, cchs2014_p","cchs2005_p::SMKEG207, [SMKG207]","cat","27","N/A","agecigd","converted categorical age (25 to 29) started smoking daily - daily smoker","years","6","25 To 29 Years","agecigfd","Age started to smoke daily - former daily smoker",""
"3001","SMKG207_cont","N/A","cont","cchs2005_p, cchs2007_2008_p, cchs2009_2010_p, cchs2010_p, cchs2011_2012_p, cchs2012_p, cchs2013_2014_p, cchs2014_p","cchs2005_p::SMKEG207, [SMKG207]","cat","32","N/A","agecigd","converted categorical age (30 to 34) started smoking daily - daily smoker","years","7","30 To 34 Years","agecigfd","Age started to smoke daily - former daily smoker",""
"3002","SMKG207_cont","N/A","cont","cchs2005_p, cchs2007_2008_p, cchs2009_2010_p, cchs2010_p, cchs2011_2012_p, cchs2012_p, cchs2013_2014_p, cchs2014_p","cchs2005_p::SMKEG207, [SMKG207]","cat","37","N/A","agecigd","converted categorical age (35 to 39) started smoking daily - daily smoker","years","8","35 To 39 Years","agecigfd","Age started to smoke daily - former daily smoker","Missing 2001 Data"
"3003","SMKG207_cont","N/A","cont","cchs2005_p, cchs2007_2008_p, cchs2009_2010_p, cchs2010_p, cchs2011_2012_p, cchs2012_p, cchs2013_2014_p, cchs2014_p","cchs2005_p::SMKEG207, [SMKG207]","cat","42","N/A","agecigd","converted categorical age (40 to 44) started smoking daily - daily smoker","years","9","40 To 44 Years","agecigfd","Age started to smoke daily - former daily smoker","Missing 2001 Data"
"3004","SMKG207_cont","N/A","cont","cchs2005_p, cchs2007_2008_p, cchs2009_2010_p, cchs2010_p, cchs2011_2012_p, cchs2012_p, cchs2013_2014_p, cchs2014_p","cchs2005_p::SMKEG207, [SMKG207]","cat","47","N/A","agecigd","converted categorical age (45 to 49) started smoking daily - daily smoker","years","10","45 To 49 Years","agecigfd","Age started to smoke daily - former daily smoker","Missing 2001 Data"
"3005","SMKG207_cont","N/A","cont","cchs2005_p, cchs2007_2008_p, cchs2009_2010_p, cchs2010_p, cchs2011_2012_p, cchs2012_p, cchs2013_2014_p, cchs2014_p","cchs2005_p::SMKEG207, [SMKG207]","cat","55","N/A","agecigd","converted categorical age (50 plus) started smoking daily - daily smoker","years","11","50 Years or more","agecigfd","Age started to smoke daily - former daily smoker","Missing 2001 Data"
"3006","SMKG207_cont","N/A","cont","cchs2005_p, cchs2007_2008_p, cchs2009_2010_p, cchs2010_p, cchs2011_2012_p, cchs2012_p, cchs2013_2014_p, cchs2014_p","cchs2005_p::SMKEG207, [SMKG207]","cat","NA::a","N/A","not applicable","not applicable","years","96","not applicable","agecigfd","Age started to smoke daily - former daily smoker","Missing 2001 Data"
"3007","SMKG207_cont","N/A","cont","cchs2005_p, cchs2007_2008_p, cchs2009_2010_p, cchs2010_p, cchs2011_2012_p, cchs2012_p, cchs2013_2014_p, cchs2014_p","cchs2005_p::SMKEG207, [SMKG207]","cat","NA::b","N/A","missing","missing","years","[97,99]","don't know (97); refusal (98); not stated (99)","agecigfd","Age started to smoke daily - former daily smoker",""
"3008","SMKG207_cont","N/A","cont","cchs2005_p, cchs2007_2008_p, cchs2009_2010_p, cchs2010_p, cchs2011_2012_p, cchs2012_p, cchs2013_2014_p, cchs2014_p","cchs2005_p::SMKEG207, [SMKG207]","cat","NA::b","N/A","missing","missing","years","else","else","agecigfd","Age started to smoke daily - former daily smoker",""
"3009","SMKG207_cont","N/A","cont","cchs2009_s, cchs2010_s, cchs2012_s","[SMK_207]","cont","copy","N/A","agecigd","agecigd","years","[5,80]","agecigfd","agecigfd","Age started to smoke daily - former daily smoker",""
"3010","SMKG207_cont","N/A","cont","cchs2009_s, cchs2010_s, cchs2012_s","[SMK_207]","cont","NA::a","N/A","not applicable","not applicable","years","996","not applicable","agecigfd","Age started to smoke daily - former daily smoker",""
"3011","SMKG207_cont","N/A","cont","cchs2009_s, cchs2010_s, cchs2012_s","[SMK_207]","cont","NA::b","N/A","missing","missing","years","[997,999]","don't know (997); refusal (998); not stated (999)","agecigfd","Age started to smoke daily - former daily smoker",""
"3012","SMKG207_cont","N/A","cont","cchs2009_s, cchs2010_s, cchs2012_s","[SMK_207]","cont","NA::b","N/A","missing","missing","years","else","else","agecigfd","Age started to smoke daily - former daily smoker",""
"3013","SMKG207_cont","N/A","cont","cchs2015_2016_p, cchs2017_2018_p","DerivedVar::[SMK_030, SMKG040]","N/A","Func::SMKG207_fun","N/A","N/A","N/A","N/A","N/A","N/A","agecigfd","Age started to smoke daily - former daily smoker",""
"3014","SMKG207_cont","N/A","cont","cchs2015_2016_p, cchs2017_2018_p","DerivedVar::[SMK_030, SMKG040]","N/A","8","N/A","agecigd","converted categorical age (5 to 11) started smoking daily - daily smoker","years","N/A","5 To 11 Years","agecigfd","Age started to smoke daily - former daily smoker",""
"3015","SMKG207_cont","N/A","cont","cchs2015_2016_p, cchs2017_2018_p","DerivedVar::[SMK_030, SMKG040]","N/A","13","N/A","agecigd","converted categorical age (12 to 14) started smoking daily - daily smoker","years","N/A","12 To 14 Years","agecigfd","Age started to smoke daily - former daily smoker",""
"3016","SMKG207_cont","N/A","cont","cchs2015_2016_p, cchs2017_2018_p","DerivedVar::[SMK_030, SMKG040]","N/A","16","N/A","agecigd","converted categorical age (15 to 17) started smoking daily - daily smoker","years","N/A","15 To 17 Years","agecigfd","Age started to smoke daily - former daily smoker",""
"3017","SMKG207_cont","N/A","cont","cchs2015_2016_p, cchs2017_2018_p","DerivedVar::[SMK_030, SMKG040]","N/A","18.5","N/A","agecigd","converted categorical age (18 to 19) started smoking daily - daily smoker","years","N/A","18 To 19 Years","agecigfd","Age started to smoke daily - former daily smoker",""
"3018","SMKG207_cont","N/A","cont","cchs2015_2016_p, cchs2017_2018_p","DerivedVar::[SMK_030, SMKG040]","N/A","22","N/A","agecigd","converted categorical age (20 to 24) started smoking daily - daily smoker","years","N/A","20 To 24 Years","agecigfd","Age started to smoke daily - former daily smoker",""
"3019","SMKG207_cont","N/A","cont","cchs2015_2016_p, cchs2017_2018_p","DerivedVar::[SMK_030, SMKG040]","N/A","27","N/A","agecigd","converted categorical age (25 to 29) started smoking daily - daily smoker","years","N/A","25 To 29 Years","agecigfd","Age started to smoke daily - former daily smoker",""
"3020","SMKG207_cont","N/A","cont","cchs2015_2016_p, cchs2017_2018_p","DerivedVar::[SMK_030, SMKG040]","N/A","32","N/A","agecigd","converted categorical age (30 to 34) started smoking daily - daily smoker","years","N/A","30 To 34 Years","agecigfd","Age started to smoke daily - former daily smoker",""
"3021","SMKG207_cont","N/A","cont","cchs2015_2016_p, cchs2017_2018_p","DerivedVar::[SMK_030, SMKG040]","N/A","37","N/A","agecigd","converted categorical age (35 to 39) started smoking daily - daily smoker","years","N/A","35 To 39 Years","agecigfd","Age started to smoke daily - former daily smoker",""
"3022","SMKG207_cont","N/A","cont","cchs2015_2016_p, cchs2017_2018_p","DerivedVar::[SMK_030, SMKG040]","N/A","42","N/A","agecigd","converted categorical age (40 to 44) started smoking daily - daily smoker","years","N/A","40 To 44 Years","agecigfd","Age started to smoke daily - former daily smoker",""
"3023","SMKG207_cont","N/A","cont","cchs2015_2016_p, cchs2017_2018_p","DerivedVar::[SMK_030, SMKG040]","N/A","47","N/A","agecigd","converted categorical age (45 to 49) started smoking daily - daily smoker","years","N/A","45 To 49 Years","agecigfd","Age started to smoke daily - former daily smoker",""
"3024","SMKG207_cont","N/A","cont","cchs2015_2016_p, cchs2017_2018_p","DerivedVar::[SMK_030, SMKG040]","N/A","55","N/A","agecigd","converted categorical age (50 plus) started smoking daily - daily smoker","years","N/A","50 Years or more","agecigfd","Age started to smoke daily - former daily smoker",""
"3025","SMKG207_cont","N/A","cont","cchs2015_2016_p, cchs2017_2018_p","DerivedVar::[SMK_030, SMKG040]","N/A","NA::a","N/A","not applicable","not applicable","years","N/A","not applicable","agecigfd","Age started to smoke daily - former daily smoker",""
"3026","SMKG207_cont","N/A","cont","cchs2015_2016_p, cchs2017_2018_p","DerivedVar::[SMK_030, SMKG040]","N/A","NA::b","N/A","missing","missing","years","N/A","missing","agecigfd","Age started to smoke daily - former daily smoker",""
"3027","smoke_simple","smoke_simple_catN/A_Func::smoke_simple_fun","cat","cchs2003_p, cchs2005_p, cchs2007_2008_p, cchs2009_2010_p, cchs2010_p, cchs2011_2012_p, cchs2012_p, cchs2013_2014_p, cchs2014_p, cchs2015_2016_p, cchs2017_2018_p, cchs2009_s, cchs2010_s, cchs2012_s","DerivedVar::[SMKDSTY_cat5, time_quit_smoking]","N/A","Func::smoke_simple_fun","N/A","N/A","N/A","N/A","N/A","N/A","Simple smoking status","Simple smoking status",""
"3028","smoke_simple","smoke_simple_cat4_1","cat","cchs2003_p, cchs2005_p, cchs2007_2008_p, cchs2009_2010_p, cchs2010_p, cchs2011_2012_p, cchs2012_p, cchs2013_2014_p, cchs2014_p, cchs2015_2016_p, cchs2017_2018_p, cchs2009_s, cchs2010_s, cchs2012_s","DerivedVar::[SMKDSTY_cat5, time_quit_smoking]","N/A","0","4","Non-smoker (never smoked)","Non-smoker (never smoked)","N/A","N/A","Non-smoker (never smoked)","Simple smoking status","Simple smoking status",""
"3029","smoke_simple","smoke_simple_cat4_2","cat","cchs2003_p, cchs2005_p, cchs2007_2008_p, cchs2009_2010_p, cchs2010_p, cchs2011_2012_p, cchs2012_p, cchs2013_2014_p, cchs2014_p, cchs2015_2016_p, cchs2017_2018_p, cchs2009_s, cchs2010_s, cchs2012_s","DerivedVar::[SMKDSTY_cat5, time_quit_smoking]","N/A","1","4","Current smoker (daily and occasional)","Current smoker (daily and occasional)","N/A","N/A","Current smoker (daily and occasional)","Simple smoking status","Simple smoking status",""
"3030","smoke_simple","smoke_simple_cat4_3","cat","cchs2003_p, cchs2005_p, cchs2007_2008_p, cchs2009_2010_p, cchs2010_p, cchs2011_2012_p, cchs2012_p, cchs2013_2014_p, cchs2014_p, cchs2015_2016_p, cchs2017_2018_p, cchs2009_s, cchs2010_s, cchs2012_s","DerivedVar::[SMKDSTY_cat5, time_quit_smoking]","N/A","2","4","Former daily smoker quit less than 5 years or former occasional smoker ","Former daily smoker quit less than 5 years or former occasional smoker ","N/A","N/A","Former daily smoker quit less than 5 years or former occasional smoker ","Simple smoking status","Simple smoking status",""
"3031","smoke_simple","smoke_simple_cat4_4","cat","cchs2003_p, cchs2005_p, cchs2007_2008_p, cchs2009_2010_p, cchs2010_p, cchs2011_2012_p, cchs2012_p, cchs2013_2014_p, cchs2014_p, cchs2015_2016_p, cchs2017_2018_p, cchs2009_s, cchs2010_s, cchs2012_s","DerivedVar::[SMKDSTY_cat5, time_quit_smoking]","N/A","3","4","Former daily smoker quit >5 years","Former daily smoker quit >5 years","N/A","N/A","Former daily smoker quit >5 years","Simple smoking status","Simple smoking status",""
"3032","smoke_simple","smoke_simple_cat4_NA::a","cat","cchs2003_p, cchs2005_p, cchs2007_2008_p, cchs2009_2010_p, cchs2010_p, cchs2011_2012_p, cchs2012_p, cchs2013_2014_p, cchs2014_p, cchs2015_2016_p, cchs2017_2018_p, cchs2009_s, cchs2010_s, cchs2012_s","DerivedVar::[SMKDSTY_cat5, time_quit_smoking]","N/A","NA::a","4","not applicable","not applicable","N/A","N/A","not applicable","Simple smoking status","Simple smoking status",""
"3033","smoke_simple","smoke_simple_cat4_NA::b","cat","cchs2003_p, cchs2005_p, cchs2007_2008_p, cchs2009_2010_p, cchs2010_p, cchs2011_2012_p, cchs2012_p, cchs2013_2014_p, cchs2014_p, cchs2015_2016_p, cchs2017_2018_p, cchs2009_s, cchs2010_s, cchs2012_s","DerivedVar::[SMKDSTY_cat5, time_quit_smoking]","N/A","NA::b","4","missing","missing","N/A","N/A","missing","Simple smoking status","Simple smoking status",""
"3034","SPS_01","N/A","cont","cchs2011_2012_p, cchs2012_p, cchs2013_2014_p, cchs2014_p, cchs2015_2016_p, cchs2017_2018_p, cchs2012_s","cchs2015_2016_p::SPS_005,cchs2017_2018_p::SPS_005,[SPS_01]","cat","1","4","Strongly agree","Strongly agree","N/A","1","Strongly agree","SPS-5 - people to depend on for help","Five-item social provision scale -There are people I can depend on to help me if I really need it.","For CCHS cycles 2015-2018, question was not asked in proxy interview"
"3035","SPS_01","N/A","cont","cchs2011_2012_p, cchs2012_p, cchs2013_2014_p, cchs2014_p, cchs2015_2016_p, cchs2017_2018_p, cchs2012_s","cchs2015_2016_p::SPS_005,cchs2017_2018_p::SPS_005,[SPS_01]","cat","2","4","Agree","Agree","N/A","2","Agree","SPS-5 - people to depend on for help","Five-item social provision scale -There are people I can depend on to help me if I really need it.",""
"3036","SPS_01","N/A","cont","cchs2011_2012_p, cchs2012_p, cchs2013_2014_p, cchs2014_p, cchs2015_2016_p, cchs2017_2018_p, cchs2012_s","cchs2015_2016_p::SPS_005,cchs2017_2018_p::SPS_005,[SPS_01]","cat","3","4","Disagree","Disagree","N/A","3","Disagree","SPS-5 - people to depend on for help","Five-item social provision scale -There are people I can depend on to help me if I really need it.",""
"3037","SPS_01","N/A","cont","cchs2011_2012_p, cchs2012_p, cchs2013_2014_p, cchs2014_p, cchs2015_2016_p, cchs2017_2018_p, cchs2012_s","cchs2015_2016_p::SPS_005,cchs2017_2018_p::SPS_005,[SPS_01]","cat","4","4","Strongly disagree","Strongly disagree","N/A","4","Strongly disagree","SPS-5 - people to depend on for help","Five-item social provision scale -There are people I can depend on to help me if I really need it.",""
"3038","SPS_01","N/A","cont","cchs2011_2012_p, cchs2012_p, cchs2013_2014_p, cchs2014_p, cchs2015_2016_p, cchs2017_2018_p, cchs2012_s","cchs2015_2016_p::SPS_005,cchs2017_2018_p::SPS_005,[SPS_01]","cat","NA::a","4","not applicable","not applicable","N/A","6","not applicable","SPS-5 - people to depend on for help","Five-item social provision scale -There are people I can depend on to help me if I really need it.",""
"3039","SPS_01","N/A","cont","cchs2011_2012_p, cchs2012_p, cchs2013_2014_p, cchs2014_p, cchs2015_2016_p, cchs2017_2018_p, cchs2012_s","cchs2015_2016_p::SPS_005,cchs2017_2018_p::SPS_005,[SPS_01]","cat","NA::b","4","missing","missing","N/A","[7,9]","don't know (7); refusal (8); not stated (9)","SPS-5 - people to depend on for help","Five-item social provision scale -There are people I can depend on to help me if I really need it.",""
"3040","SPS_01","N/A","cont","cchs2011_2012_p, cchs2012_p, cchs2013_2014_p, cchs2014_p, cchs2015_2016_p, cchs2017_2018_p, cchs2012_s","cchs2015_2016_p::SPS_005,cchs2017_2018_p::SPS_005,[SPS_01]","cat","NA::b","4","missing","missing","N/A","else","else","SPS-5 - people to depend on for help","Five-item social provision scale -There are people I can depend on to help me if I really need it.",""
"3041","SPS_02","N/A","cont","cchs2011_2012_p, cchs2012_p, cchs2013_2014_p, cchs2014_p, cchs2015_2016_p, cchs2017_2018_p, cchs2012_s","cchs2015_2016_p::SPS_010,cchs2017_2018_p::SPS_010,[SPS_02]","cat","1","4","Strongly agree","Strongly agree","N/A","1","Strongly agree","SPS-5 - people who enjoy same social activities","Five-item social provision scale -There are people who enjoy the same social activities I do.","For CCHS cycles 2015-2018, question was not asked in proxy interview"
